fault_severity,location,severity_type,resource_type,log_feature,volume,event_type
0,189,1,2,99,2,22
0,372,1,2,98,7,22
0,464,0,2,180,1,22
0,898,1,8,213,14,5
0,454,1,2,98,29,22
0,870,1,8,211,4,5
0,99,0,8,73,2,1
0,343,0,2,85,1,8
0,495,1,2,146,8,23
0,648,0,8,205,6,8
0,456,0,2,143,1,8
0,469,1,2,98,2,23
0,746,0,8,186,1,1
0,739,1,8,213,6,5
0,569,1,8,74,3,5
0,20,1,2,94,4,23
0,735,0,8,183,3,4
0,480,1,2,140,3,22
0,649,0,8,189,1,1
0,771,0,8,49,2,1
0,765,1,8,195,2,5
0,716,1,8,213,4,5
0,469,0,2,85,1,8
0,505,1,2,143,8,22
0,461,1,2,145,24,23
0,716,1,8,202,2,5
0,481,1,2,143,52,23
0,297,1,2,93,10,23
0,734,0,8,65,4,1
0,312,1,2,146,1,22
0,459,1,2,144,1,22
0,470,1,2,143,17,22
0,461,1,2,138,1,22
0,462,1,2,98,6,23
0,113,0,8,48,2,1
0,170,1,2,143,7,23
0,575,1,8,216,1,1
0,876,1,8,212,2,1
0,145,1,2,143,4,22
0,62,0,8,65,2,1
0,250,1,2,98,1,22
0,876,1,8,212,1,1
0,758,0,2,85,2,10
0,879,0,8,115,1,3
0,137,1,2,101,2,22
0,301,0,2,132,1,23
0,850,1,2,138,1,22
0,99,0,8,73,2,1
0,451,1,2,100,14,23
0,756,0,8,63,7,1
0,484,1,2,143,31,23
0,174,0,2,132,1,23
0,8,0,8,213,4,1
0,135,1,2,101,2,23
0,686,1,8,64,1,5
0,139,1,2,144,3,23
0,430,0,2,85,1,23
0,297,1,2,98,21,22
0,821,0,8,115,2,3
0,659,1,8,213,2,5
0,709,1,8,213,16,5
0,415,1,2,146,1,22
0,332,3,2,144,1,23
0,678,0,8,218,1,1
0,76,1,8,191,2,5
0,749,0,8,202,2,1
0,272,1,2,143,1,22
0,786,0,8,213,21,5
0,702,0,8,189,1,1
0,823,0,8,48,5,1
0,734,0,8,203,6,1
0,662,0,9,155,1,1
0,39,0,8,79,1,1
0,451,1,2,145,11,23
0,375,1,2,143,8,22
0,288,1,2,98,2,22
0,655,0,8,194,1,1
0,614,1,8,213,2,5
0,443,1,2,143,1,22
0,139,1,2,93,6,22
0,492,1,2,143,9,22
0,771,1,8,190,5,1
0,134,1,2,140,1,23
0,282,1,2,143,3,23
0,370,1,2,144,10,22
0,62,0,8,203,3,1
0,579,0,8,202,1,5
0,832,0,8,65,5,1
0,168,1,2,98,9,23
0,438,1,2,141,2,22
0,735,0,8,183,3,1
0,19,0,8,66,2,1
0,189,1,2,146,1,23
0,482,1,2,143,9,23
0,150,0,8,190,5,1
0,18,0,8,64,1,1
0,571,1,8,49,2,1
0,473,1,2,98,16,22
0,484,1,2,146,2,23
0,752,0,8,202,3,5
0,764,1,8,64,2,5
0,72,0,8,212,4,1
0,470,1,2,143,11,23
0,749,0,8,202,1,5
0,325,1,2,144,1,23
0,139,1,2,143,7,23
0,382,1,2,143,2,22
0,656,0,8,201,19,1
0,407,1,2,144,1,22
0,596,1,8,177,1,1
0,20,1,2,139,3,22
0,465,1,2,145,8,22
0,795,1,8,199,2,1
0,876,1,8,212,8,1
0,171,1,8,199,1,1
0,900,1,8,203,1,1
0,464,1,2,94,2,22
0,756,0,8,201,10,1
0,25,0,8,65,2,1
0,159,1,2,143,2,22
0,19,1,8,211,6,5
0,230,1,2,100,2,23
0,164,0,2,85,1,8
0,465,1,2,143,1,23
0,686,1,8,202,3,5
0,864,0,8,199,11,1
0,301,1,2,144,1,22
0,369,1,2,143,3,23
0,467,1,2,94,26,22
0,283,1,2,93,1,23
0,323,1,2,144,1,22
0,461,1,2,100,1,22
0,472,1,2,143,20,22
0,490,1,2,143,12,23
0,361,1,2,138,1,22
0,887,1,2,143,2,22
0,244,1,2,98,30,23
0,832,0,8,65,2,1
0,279,3,2,143,1,23
0,468,0,2,132,1,23
0,451,1,2,143,11,22
0,644,1,8,213,20,5
0,495,1,2,98,4,23
0,764,1,8,202,2,5
0,473,1,2,143,2,23
0,15,0,8,189,4,1
0,48,1,8,73,2,1
0,167,1,2,143,5,22
0,832,1,8,203,5,1
0,571,0,8,49,2,1
0,246,1,2,143,23,22
0,493,1,2,145,6,22
0,218,3,2,143,1,23
0,450,1,2,93,1,22
0,467,1,2,141,6,23
0,764,0,8,64,1,5
0,137,1,2,101,4,22
0,320,0,2,132,2,23
0,924,0,8,65,2,1
0,686,0,8,202,5,1
0,735,0,4,183,1,1
0,273,1,2,139,1,22
0,137,1,2,143,3,23
0,470,1,2,101,2,22
0,454,1,2,96,2,23
0,257,1,2,143,13,23
0,749,0,8,46,1,1
0,850,1,2,144,18,23
0,375,1,2,143,7,23
0,662,0,8,64,3,5
0,624,0,8,49,7,1
0,644,0,8,202,1,1
0,310,0,2,88,1,8
0,750,0,8,64,1,1
0,336,3,2,143,1,23
0,18,0,8,211,2,1
0,860,1,8,74,1,5
0,274,3,2,143,1,23
0,686,0,8,213,22,5
0,593,1,8,216,1,1
0,709,1,8,64,1,5
0,135,1,2,99,7,22
0,246,1,2,143,21,23
0,462,1,8,180,1,1
0,375,1,2,98,8,22
0,888,0,8,218,1,1
0,244,1,2,145,20,22
0,584,0,2,85,1,8
0,879,0,6,115,2,1
0,290,1,2,143,3,22
0,344,3,2,143,1,23
0,171,0,8,48,1,1
0,239,1,2,93,1,22
0,709,0,8,64,19,1
0,461,1,2,145,27,22
0,368,1,2,98,1,22
0,356,1,2,145,1,23
0,734,0,8,65,9,1
0,832,1,8,199,1,1
0,60,1,8,213,12,5
0,129,1,2,143,1,22
0,647,0,8,212,6,1
0,272,1,2,145,1,22
0,492,1,2,98,5,22
0,171,1,8,218,2,1
0,189,1,2,144,1,22
0,707,1,8,189,2,1
0,511,1,2,101,1,22
0,8,0,8,72,2,1
0,166,1,2,143,8,23
0,140,1,2,138,4,23
0,11,0,8,179,2,1
0,433,1,2,143,3,23
0,137,1,2,101,5,22
0,453,1,2,98,2,22
0,858,1,8,190,1,1
0,457,1,2,143,3,22
0,746,1,8,63,1,1
0,283,0,2,132,2,23
0,451,1,2,145,28,22
0,457,1,2,98,51,22
0,115,0,8,203,4,1
0,480,1,2,143,26,23
0,756,0,8,201,8,1
0,462,1,2,94,5,23
0,659,0,8,213,17,1
0,764,0,8,64,4,1
0,644,0,8,213,20,1
0,569,1,8,213,14,5
0,883,1,8,203,8,1
0,25,0,8,65,11,1
0,482,1,2,99,49,22
0,487,1,2,146,1,23
0,292,1,2,98,1,23
0,459,1,2,138,2,22
0,157,1,2,144,2,22
0,777,0,8,65,1,1
0,15,0,8,48,1,1
0,146,1,2,146,4,22
0,862,0,8,203,1,1
0,131,1,2,143,20,22
0,911,1,8,74,3,5
0,653,1,8,189,8,1
0,170,1,2,98,2,22
0,480,1,2,145,5,23
0,333,3,2,146,1,23
0,780,0,8,199,12,1
0,832,0,8,203,19,1
0,644,1,8,74,12,5
0,312,1,2,98,2,22
0,472,1,2,95,4,23
0,490,1,2,98,6,22
0,925,1,8,211,1,5
0,483,1,2,101,3,23
0,893,1,8,49,1,1
0,323,1,2,93,1,22
0,494,1,2,143,23,23
0,408,1,2,88,2,23
0,25,0,8,65,3,1
0,899,0,8,65,1,1
0,734,0,8,9,1,1
0,691,1,8,156,1,0
0,764,0,8,64,1,1
0,359,0,8,56,1,1
0,60,1,8,213,2,5
0,137,1,2,146,5,23
0,841,1,8,202,6,5
0,572,0,8,77,2,1
0,644,0,8,213,26,5
0,476,1,2,146,5,23
0,432,1,2,98,1,22
0,285,1,2,93,1,22
0,571,0,8,49,2,1
0,676,0,8,48,1,1
0,410,1,2,98,1,23
0,139,1,2,93,13,22
0,292,1,2,99,1,22
0,466,1,2,96,27,23
0,313,1,2,143,1,22
0,20,1,2,100,1,22
0,465,1,2,100,6,23
0,659,1,8,213,10,5
0,572,1,8,189,1,1
0,825,1,8,201,3,1
0,662,0,8,116,1,1
0,118,0,8,48,1,1
0,180,1,2,98,5,22
0,464,0,2,98,5,8
0,157,1,2,98,6,22
0,329,3,2,144,1,23
0,436,0,2,98,2,22
0,25,0,8,203,2,1
0,769,0,8,48,4,1
0,413,0,2,138,3,22
0,145,1,2,144,2,22
0,656,0,8,63,2,1
0,505,1,2,98,11,23
0,478,1,2,141,3,23
0,131,1,2,98,14,23
0,90,0,8,65,1,1
0,462,1,2,140,11,23
0,680,0,8,189,5,1
0,695,0,2,85,1,8
0,627,0,2,85,1,8
0,734,0,8,203,9,1
0,20,1,2,146,1,23
0,19,0,8,204,1,5
0,850,1,2,98,2,23
0,506,1,2,143,4,23
0,469,1,2,141,1,23
0,475,1,2,140,6,22
0,131,1,2,98,1,23
0,752,0,8,64,1,1
0,139,1,2,146,2,22
0,301,1,2,143,23,23
0,841,0,8,64,2,1
0,490,1,2,98,5,23
0,503,1,2,138,1,22
0,457,1,2,99,6,23
0,18,0,8,211,7,1
0,297,3,2,143,1,23
0,135,1,2,144,3,22
0,463,1,2,145,26,23
0,291,1,2,98,1,22
0,342,1,2,143,1,22
0,494,1,2,143,7,23
0,241,0,8,143,1,8
0,140,1,2,143,6,22
0,308,3,2,143,2,23
0,168,0,2,85,2,23
0,829,0,8,65,1,1
0,443,1,2,145,2,23
0,53,0,8,203,1,1
0,481,1,2,99,4,22
0,230,3,2,145,1,23
0,139,1,2,99,7,22
0,842,1,2,98,4,22
0,362,3,2,143,1,23
0,159,0,2,88,1,23
0,290,1,2,98,2,22
0,574,1,8,208,1,1
0,481,1,2,145,20,22
0,166,1,2,143,14,22
0,157,1,2,144,1,22
0,689,0,8,179,4,1
0,462,1,2,98,7,23
0,115,0,8,65,2,1
0,7,1,8,211,1,5
0,469,1,2,96,1,23
0,141,1,2,99,2,23
0,129,1,2,93,2,22
0,709,1,8,213,14,5
0,20,1,2,99,1,23
0,292,1,2,99,3,23
0,108,0,8,202,12,1
0,777,0,8,65,9,1
0,384,1,2,143,23,22
0,139,1,2,98,8,22
0,487,1,2,143,2,23
0,467,1,2,94,28,22
0,139,1,2,144,3,22
0,841,1,8,202,3,5
0,795,1,8,189,1,1
0,139,1,2,99,9,23
0,457,1,2,144,10,23
0,754,1,8,65,11,1
0,457,1,2,98,6,22
0,557,1,8,65,3,1
0,492,1,2,142,1,22
0,139,1,2,98,3,23
0,182,1,2,143,8,23
0,817,0,8,65,1,1
0,93,0,8,218,2,1
0,787,1,8,213,12,5
0,155,1,2,98,2,22
0,309,1,2,98,1,23
0,170,1,2,93,1,22
0,893,0,8,212,4,1
0,738,0,8,48,3,1
0,7,0,8,72,3,1
0,689,1,8,179,2,1
0,25,0,8,203,18,1
0,566,1,8,213,9,5
0,812,0,2,85,1,8
0,470,1,2,143,11,22
0,189,1,2,99,7,23
0,885,0,8,48,2,3
0,139,1,2,101,1,23
0,613,1,8,211,1,5
0,442,1,2,146,1,22
0,172,1,2,93,2,23
0,832,0,8,65,7,1
0,131,1,2,143,17,23
0,0,0,8,72,2,5
0,495,1,2,143,9,23
0,754,0,8,45,5,1
0,443,1,2,143,1,23
0,725,0,8,73,2,1
0,786,1,8,74,7,5
0,170,1,2,143,6,22
0,35,0,8,48,3,1
0,858,0,8,49,1,1
0,579,1,8,202,1,5
0,315,0,2,85,1,23
0,458,1,2,99,2,22
0,734,1,8,203,1,1
0,656,0,8,73,3,1
0,662,1,9,202,3,5
0,506,1,2,144,1,22
0,458,3,2,143,1,23
0,451,1,2,100,12,22
0,495,1,2,98,7,23
0,734,0,8,65,10,1
0,756,1,8,201,2,1
0,301,1,2,99,3,23
0,26,0,8,61,1,1
0,8,1,8,213,8,5
0,86,1,8,213,8,5
0,653,1,8,189,10,1
0,864,0,8,199,11,1
0,687,1,8,203,2,1
0,582,0,2,149,2,12
0,242,1,2,99,3,22
0,445,1,2,143,11,22
0,775,1,8,74,16,5
0,171,0,8,199,1,1
0,734,0,8,65,4,1
0,480,1,2,147,1,22
0,397,3,2,143,1,23
0,653,1,8,189,7,1
0,487,1,2,146,2,22
0,121,0,8,218,9,1
0,726,0,2,85,1,8
0,495,1,2,98,12,23
0,326,3,2,144,1,23
0,662,1,9,155,1,5
0,694,1,8,211,1,5
0,881,0,8,189,1,1
0,432,1,2,144,2,22
0,179,1,8,189,1,1
0,368,1,2,143,17,23
0,245,1,2,100,1,22
0,662,1,8,202,1,5
0,171,1,8,189,1,1
0,54,0,8,64,1,5
0,31,1,8,189,2,1
0,493,1,2,93,2,23
0,734,0,8,203,5,1
0,39,0,8,199,1,1
0,659,1,8,213,2,5
0,554,0,8,149,1,12
0,108,1,8,202,1,5
0,457,0,2,93,1,22
0,871,1,8,72,1,5
0,372,1,2,98,3,22
0,75,1,8,74,8,5
0,773,0,8,48,3,1
0,502,1,2,144,5,22
0,787,1,8,213,20,5
0,145,1,2,146,2,22
0,701,0,8,190,1,1
0,61,1,8,204,1,1
0,492,1,2,99,3,23
0,467,1,2,96,22,22
0,490,1,2,98,4,23
0,139,1,2,99,6,22
0,831,0,8,203,1,1
0,244,1,2,143,1,22
0,510,1,2,101,2,22
0,451,1,2,100,29,22
0,139,1,2,144,3,22
0,45,0,8,153,2,1
0,777,1,8,203,2,1
0,503,1,2,146,1,23
0,644,1,8,202,1,5
0,775,0,8,64,21,1
0,470,1,2,98,5,23
0,463,1,2,140,3,22
0,775,1,8,213,16,5
0,248,1,2,98,1,23
0,592,1,7,205,1,1
0,469,1,2,98,10,23
0,702,0,8,218,1,1
0,135,1,2,99,4,23
0,146,1,2,98,19,22
0,662,0,8,155,1,1
0,159,1,2,138,2,23
0,141,1,2,143,2,22
0,131,1,2,98,19,23
0,465,1,2,100,18,22
0,734,0,8,203,3,1
0,663,0,8,49,2,1
0,618,0,8,190,1,1
0,825,0,8,212,4,1
0,891,0,8,49,6,1
0,462,1,2,98,1,22
0,656,0,8,201,9,1
0,439,1,2,143,4,22
0,181,1,8,56,1,1
0,452,1,2,143,2,23
0,137,1,2,138,1,23
0,152,1,2,139,1,23
0,464,1,2,95,15,23
0,159,1,2,98,1,22
0,168,1,2,98,12,22
0,433,1,2,138,1,23
0,825,0,8,201,2,1
0,859,1,2,98,2,23
0,490,1,2,98,4,23
0,170,1,2,143,16,23
0,2,1,2,98,1,22
0,749,0,8,202,7,1
0,557,0,8,65,2,1
0,368,1,2,143,37,23
0,246,1,2,143,34,23
0,577,0,2,85,1,8
0,238,0,2,138,1,8
0,850,1,2,93,2,22
0,460,1,2,144,1,23
0,554,0,8,203,2,1
0,364,3,2,144,1,23
0,506,1,2,98,3,22
0,476,1,2,100,1,22
0,691,1,8,156,2,1
0,466,1,2,96,6,22
0,669,0,6,153,2,3
0,159,1,2,138,1,23
0,754,0,8,55,1,1
0,557,0,8,203,6,1
0,246,1,2,143,34,23
0,91,1,8,199,1,1
0,311,1,2,98,6,23
0,503,1,2,99,1,23
0,193,0,2,143,1,23
0,445,1,2,143,4,23
0,656,0,8,49,3,1
0,480,1,2,143,28,22
0,377,1,2,98,3,23
0,244,1,2,143,30,23
0,261,1,2,98,1,22
0,487,1,2,98,1,22
0,495,1,2,98,14,23
0,492,1,2,144,2,23
0,527,0,2,85,1,8
0,139,1,2,143,9,23
0,18,0,8,64,5,1
0,911,1,8,213,7,5
0,78,0,8,203,16,1
0,493,1,2,143,20,22
0,11,0,8,203,9,1
0,461,1,2,138,4,22
0,112,0,8,48,1,1
0,870,0,8,211,4,1
0,321,1,2,143,1,22
0,60,1,8,213,4,5
0,461,1,2,145,16,23
0,749,0,8,46,1,1
0,715,0,8,189,1,1
0,756,0,8,201,4,1
0,128,1,2,143,2,22
0,234,1,2,98,1,23
0,483,1,2,146,7,23
0,292,1,2,146,1,22
0,137,1,2,143,1,23
0,644,1,8,213,20,5
0,775,0,8,213,10,5
0,462,1,2,98,1,23
0,779,1,8,49,1,1
0,702,0,8,48,3,1
0,113,0,8,57,1,1
0,878,0,8,211,1,1
0,581,1,8,190,2,1
0,189,0,2,99,1,23
0,8,1,8,211,6,5
0,99,0,8,201,5,1
0,279,0,2,132,1,23
0,629,0,8,49,8,1
0,433,1,2,98,5,22
0,495,1,2,147,2,22
0,189,1,2,144,1,22
0,275,0,8,199,1,1
0,864,0,8,78,1,1
0,131,1,2,98,8,23
0,91,0,8,48,1,1
0,131,1,2,143,20,22
0,375,1,2,98,6,23
0,56,0,8,48,2,1
0,787,1,8,213,5,5
0,832,1,8,203,4,1
0,139,1,2,144,6,23
0,481,1,2,94,2,22
0,20,1,2,141,3,23
0,20,1,2,146,2,22
0,67,0,8,57,1,1
0,870,1,8,213,2,5
0,450,1,2,143,25,23
0,146,1,2,146,1,23
0,466,1,2,141,32,22
0,49,1,8,205,1,1
0,462,1,2,99,1,22
0,502,1,2,95,1,22
0,137,1,2,146,3,23
0,458,1,2,98,2,22
0,779,1,8,199,1,1
0,683,0,8,49,2,1
0,137,1,2,101,5,23
0,482,1,2,143,6,23
0,585,0,8,48,2,1
0,599,0,2,85,4,8
0,2,1,2,98,2,23
0,469,1,2,98,4,22
0,746,1,8,201,5,1
0,462,1,2,138,1,22
0,463,1,2,140,15,22
0,848,0,8,212,2,1
0,227,1,2,143,3,22
0,146,1,2,98,2,23
0,511,1,8,56,1,1
0,470,3,2,143,1,23
0,625,0,8,190,8,1
0,475,1,2,101,7,22
0,687,0,8,201,3,1
0,159,1,2,93,1,22
0,298,1,2,143,1,22
0,774,1,8,189,1,1
0,752,0,8,213,4,1
0,370,1,2,99,5,22
0,410,3,2,144,1,23
0,897,0,8,48,1,1
0,825,1,8,212,1,1
0,744,0,8,48,3,1
0,841,1,8,202,3,5
0,469,1,2,146,2,22
0,244,1,2,145,37,23
0,752,1,8,213,12,5
0,451,1,2,94,2,23
0,172,1,2,98,3,22
0,842,1,2,143,1,22
0,686,0,8,206,1,1
0,844,1,8,137,2,11
0,797,1,8,201,1,1
0,464,1,2,95,21,23
0,129,1,2,98,1,22
0,448,1,2,143,3,22
0,870,1,8,211,1,5
0,678,1,8,199,1,1
0,608,0,8,211,4,1
0,235,3,2,143,1,23
0,244,1,2,138,1,23
0,786,1,8,213,7,5
0,749,0,8,64,5,5
0,310,0,2,143,3,8
0,870,1,8,211,4,5
0,438,1,2,143,1,22
0,777,0,8,203,4,1
0,20,1,2,96,5,22
0,244,1,2,98,1,23
0,321,3,2,143,1,23
0,491,1,2,143,35,22
0,566,1,8,213,14,5
0,8,1,8,211,3,5
0,452,1,2,143,3,22
0,283,1,2,143,4,22
0,375,1,2,143,13,22
0,443,1,2,143,3,22
0,482,1,2,141,3,23
0,135,1,2,144,5,23
0,170,1,2,132,1,22
0,858,1,8,212,2,1
0,53,1,8,203,1,1
0,53,0,8,203,3,1
0,326,1,2,99,3,22
0,66,1,8,189,2,1
0,870,0,8,211,7,5
0,146,1,2,143,25,23
0,166,1,2,98,13,22
0,44,0,8,191,1,1
0,766,1,8,202,5,5
0,504,1,2,143,12,22
0,434,1,2,146,1,23
0,817,1,8,73,1,1
0,114,0,8,79,1,1
0,922,0,8,48,4,1
0,178,1,2,138,2,23
0,2,1,2,138,2,23
0,832,1,8,65,3,1
0,473,1,2,98,20,23
0,463,1,2,95,27,22
0,95,0,7,189,1,1
0,297,1,2,98,2,22
0,759,1,8,45,3,5
0,787,0,8,74,4,1
0,883,0,8,65,2,1
0,464,1,2,98,1,22
0,687,0,8,63,1,1
0,439,1,2,144,5,23
0,490,1,2,98,4,23
0,105,0,2,85,1,8
0,31,1,8,189,2,1
0,502,1,2,146,2,22
0,362,0,8,39,1,1
0,438,1,2,146,9,23
0,2,1,2,143,2,22
0,501,1,2,143,1,23
0,112,1,8,189,1,1
0,83,0,8,49,2,1
0,312,1,2,88,1,22
0,825,1,8,203,11,1
0,313,1,2,144,5,23
0,671,0,8,185,1,1
0,141,1,2,99,1,23
0,250,0,2,132,2,8
0,341,1,2,98,1,22
0,42,1,8,74,6,5
0,752,0,8,213,16,5
0,692,0,8,190,1,1
0,566,0,8,202,1,5
0,231,0,2,132,2,22
0,766,1,8,202,4,5
0,488,1,2,146,5,22
0,719,1,8,74,5,5
0,137,1,2,138,1,23
0,870,0,8,213,2,1
0,739,1,8,213,6,5
0,702,0,8,189,13,1
0,614,0,8,72,15,1
0,453,1,2,98,11,22
0,469,1,2,98,1,23
0,7,0,8,72,2,5
0,614,1,8,213,8,5
0,832,0,8,203,4,1
0,483,1,2,99,12,23
0,165,0,2,85,1,8
0,506,1,2,99,1,22
0,451,1,2,100,2,23
0,363,3,2,143,2,23
0,488,1,2,144,1,22
0,458,1,2,143,3,22
0,764,1,8,211,4,5
0,870,0,8,74,8,5
0,817,0,8,203,4,1
0,823,1,8,189,1,1
0,469,1,2,140,2,22
0,686,0,8,202,3,1
0,754,0,8,55,2,1
0,480,1,2,143,17,23
1,752,0,8,213,26,1
1,649,0,8,189,23,1
1,713,0,8,199,1,1
1,56,0,8,189,1,1
1,748,0,8,57,1,1
1,632,0,8,49,8,1
1,223,1,2,98,2,22
1,134,1,2,138,1,23
1,42,0,8,74,6,1
1,844,0,8,115,1,1
1,80,1,2,98,1,23
1,279,1,2,101,1,22
1,764,0,8,213,5,5
1,707,0,8,111,1,7
1,644,1,8,74,4,5
1,648,1,8,205,2,10
1,569,1,8,213,24,5
1,267,1,2,143,1,23
1,608,0,8,74,2,1
1,696,0,7,79,1,11
1,881,0,8,48,4,1
1,658,0,8,79,2,1
1,356,1,2,95,1,23
1,928,0,8,199,1,1
1,752,0,8,213,26,1
1,787,1,8,211,1,5
1,769,0,8,189,1,1
1,860,1,8,213,2,5
1,700,0,8,40,1,1
1,334,1,2,146,1,22
1,185,0,2,138,1,8
1,744,0,8,189,1,1
1,90,0,8,73,4,1
1,75,0,8,72,3,5
1,739,1,8,213,2,5
1,340,1,2,98,1,22
1,64,0,8,72,1,1
1,579,0,8,64,1,5
1,257,1,2,143,3,22
1,421,0,8,39,1,1
1,905,1,2,143,1,23
1,644,1,8,74,2,5
1,242,1,2,143,2,22
1,769,0,8,115,2,3
1,259,1,2,143,1,23
1,56,0,8,48,1,1
1,19,1,8,211,1,5
1,394,1,2,88,1,22
1,648,1,8,205,4,1
1,152,1,2,98,1,23
1,214,0,2,87,1,23
1,922,0,8,189,1,1
1,755,0,8,50,1,5
1,11,0,8,65,5,1
1,911,1,8,74,2,5
1,665,1,8,192,2,1
1,610,0,8,189,20,1
1,8,1,8,211,1,5
1,764,1,8,213,10,5
1,131,1,2,143,1,22
1,566,1,8,213,2,5
1,695,0,6,153,1,3
1,52,0,8,211,8,5
1,157,1,2,98,1,23
1,678,0,8,48,3,1
1,608,0,8,74,2,1
1,230,1,2,93,2,22
1,402,1,2,146,5,22
1,764,0,8,202,12,5
1,786,1,8,213,6,5
1,201,1,2,132,2,22
1,179,0,8,48,2,1
1,669,0,6,153,1,3
1,739,1,8,213,12,5
1,925,1,8,213,10,5
1,131,1,2,98,9,23
1,920,0,8,48,2,1
1,760,0,8,217,1,1
1,192,1,2,96,1,23
1,786,1,8,74,3,5
1,572,0,8,48,24,1
1,108,0,8,72,2,5
1,352,1,2,138,1,22
1,766,0,8,64,10,5
1,925,0,8,72,1,1
1,644,1,8,74,4,5
1,15,0,8,48,2,1
1,214,1,2,143,1,22
1,351,1,2,143,1,22
1,286,0,8,56,1,1
1,911,1,8,74,3,5
1,576,1,8,89,1,11
1,732,0,8,105,4,12
1,108,0,8,213,4,1
1,229,1,2,143,1,22
1,64,0,8,72,1,1
1,445,1,2,143,10,23
1,785,0,8,189,1,1
1,181,1,2,138,2,22
1,89,0,8,189,1,1
1,540,0,8,209,1,1
1,737,0,2,87,1,9
1,738,0,8,48,1,1
1,909,0,8,48,1,1
1,713,0,8,115,1,4
1,648,1,8,205,4,1
1,230,1,2,143,2,23
1,656,0,8,63,3,1
1,616,0,8,24,2,5
1,51,1,8,213,5,5
1,695,0,6,189,9,1
1,363,1,2,93,1,23
1,547,0,2,85,1,8
1,659,0,8,204,4,1
1,213,0,2,132,2,23
1,650,0,8,189,2,1
1,653,0,8,48,3,1
1,632,0,8,49,8,1
1,635,0,8,76,1,1
1,326,1,2,144,2,22
1,370,1,2,144,5,23
1,669,1,8,189,1,1
1,64,0,8,72,2,1
1,547,0,2,85,1,8
1,927,0,8,189,3,1
1,93,0,8,218,1,1
1,775,0,8,74,5,1
1,860,1,8,74,3,5
1,163,1,2,88,1,23
1,638,0,8,190,17,1
1,189,1,2,146,1,22
1,584,0,8,41,1,1
1,320,1,2,143,2,22
1,418,1,2,146,3,23
1,371,1,2,98,1,22
1,876,0,8,213,1,1
1,274,1,2,143,1,22
1,766,1,8,64,3,5
1,669,1,8,48,1,1
1,870,0,8,72,1,1
1,42,1,8,74,3,5
1,294,1,2,143,1,23
1,19,1,8,74,2,5
1,398,1,2,98,1,23
1,370,1,2,144,40,22
1,445,1,2,100,1,23
1,381,0,2,93,1,22
1,689,0,8,36,1,1
1,569,1,8,213,23,5
1,722,0,8,213,7,1
1,356,1,2,95,1,23
1,274,1,2,143,1,22
1,911,1,8,211,2,5
1,218,1,2,98,1,23
1,266,0,2,85,2,23
1,689,0,8,36,1,1
1,404,1,2,101,1,22
1,403,1,2,99,2,23
1,724,1,8,190,1,1
1,286,1,2,98,2,23
1,254,0,2,85,1,8
1,229,1,2,143,2,22
1,709,1,8,213,24,5
1,308,1,2,98,1,23
1,686,1,8,213,22,5
1,110,0,8,153,1,3
1,260,0,2,132,1,23
1,850,1,2,98,2,22
1,86,1,8,74,2,5
1,267,1,8,143,1,1
1,786,1,8,213,22,5
1,744,0,8,189,4,1
1,680,0,8,189,2,1
1,242,1,2,98,2,23
1,569,0,8,213,6,1
1,18,0,8,211,3,5
1,300,0,8,49,1,1
1,777,0,8,65,4,1
1,101,1,8,74,3,5
1,8,1,8,211,1,5
1,51,1,8,74,3,5
1,636,0,8,190,4,1
1,17,0,8,48,1,1
1,764,0,8,202,1,5
1,679,0,8,48,3,1
1,122,0,2,85,1,8
1,292,1,2,143,2,22
1,246,1,2,98,24,22
1,15,0,8,189,5,1
1,610,0,8,48,2,1
1,655,1,8,189,1,1
1,38,0,8,189,1,1
1,146,1,2,143,2,23
1,192,1,2,138,1,23
1,367,1,2,146,2,22
1,143,1,2,143,2,23
1,752,0,8,213,26,1
1,257,1,2,143,3,22
1,107,1,8,199,1,1
1,826,0,8,115,1,3
1,337,0,2,132,2,23
1,31,0,8,48,4,1
1,758,0,8,42,1,1
1,179,0,8,189,1,1
1,707,0,8,23,1,1
1,911,1,8,213,10,5
1,696,0,8,199,3,1
1,90,0,8,73,2,1
1,86,1,8,74,1,5
1,389,1,2,157,1,23
1,707,0,8,189,1,1
1,272,1,2,143,1,23
1,768,0,8,72,4,5
1,34,0,8,189,2,1
1,540,0,8,49,11,1
1,412,1,2,98,5,23
1,51,1,8,213,5,5
1,17,0,8,48,1,1
1,764,1,8,213,10,5
1,254,0,2,85,1,8
1,93,0,8,218,1,1
1,308,0,2,143,1,8
1,185,1,2,93,1,22
1,775,1,8,74,4,5
1,246,1,2,98,24,22
1,319,1,2,98,2,23
1,370,1,2,144,5,23
1,787,1,8,74,2,5
1,795,1,8,189,1,1
1,108,0,8,64,2,5
1,66,0,8,189,8,1
1,573,0,8,48,3,1
1,214,1,2,143,1,22
1,764,0,8,204,2,5
1,97,0,8,48,2,1
1,857,0,8,48,3,1
1,707,0,8,48,1,1
1,34,0,8,189,2,1
1,608,0,8,21,1,1
1,94,0,8,198,1,1
1,93,0,8,218,1,1
1,695,0,8,115,3,1
1,798,1,8,205,1,10
1,19,0,8,74,5,5
1,702,0,8,189,1,1
1,279,1,2,143,1,1
1,149,0,2,144,1,8
1,795,1,8,189,1,1
1,678,0,8,189,1,1
1,778,0,6,199,1,3
1,656,0,8,201,16,1
